speakerid_x,age,age_onset,L1,L1_coded,sex,Eng_experience,typology,vowels,WER,MER,norm_area
262,22,5,Mandarin,13,0,95,2,6,0.028985507,0.028985507,314.490924
984,38,9,Mandarin,13,1,91,2,6,0.028985507,0.028571429,2099.2624
1630,21,16,Mandarin,13,0,80,2,6,0.028985507,0.028985507,1915.01763
623,23,1,Mandarin,13,0,60,2,6,0.014492754,0.014492754,369.125562
2119,27,12,Mandarin,13,0,83,2,6,0.014492754,0.014492754,1419.63086
1817,38,13,Mandarin,13,1,82,2,6,0.014492754,0.014492754,1419.84966
1541,25,6,Mandarin,13,0,94,2,6,0,0,764.23948
2000,23,7,Mandarin,13,0,94,2,6,0,0,126.800227
1089,21,10,Mandarin,13,1,91,2,6,0,0,1746.10781
931,40,12,Mandarin,13,1,83,2,6,0,0,1229.95622
1125,28,13,Mandarin,13,1,82,2,6,0,0,1534.83491
278,26,25,Polish,14,1,67,0,6,0.246376812,0.232876712,708.608723
277,26,23,Polish,14,1,70,0,6,0.202898551,0.181818182,1357.39013
769,20,11,Polish,14,0,84,0,6,0.188405797,0.183098592,1351.56966
1651,30,10,Polish,14,0,90,0,6,0.15942029,0.157142857,926.609741
1483,18,5,Polish,14,0,96,0,6,0.130434783,0.128571429,640.291821
1745,20,10,Polish,14,1,90,0,6,0.115942029,0.114285714,1218.37739
1749,21,9,Polish,14,1,92,0,6,0.101449275,0.097222222,1193.52667
1654,20,10,Polish,14,1,91,0,6,0.101449275,0.1,1091.28133
728,20,6,Polish,14,0,94,0,6,0.086956522,0.086956522,748.186487
958,22,14,Polish,14,0,82,0,6,0.086956522,0.085714286,425.710254
1549,24,7,Polish,14,0,93,0,6,0.072463768,0.072463768,1138.69486
843,56,10,Polish,14,1,90,0,6,0.072463768,0.070422535,1460.19482
842,30,15,Polish,14,1,80,0,6,0.072463768,0.071428571,1117.78749
280,47,15,Polish,14,1,80,0,6,0.072463768,0.072463768,1672.8241
883,40,20,Polish,14,0,79,0,6,0.057971014,0.057142857,778.205039
1245,25,9,Polish,14,1,91,0,6,0.043478261,0.042253521,1353.11839
1748,20,11,Polish,14,0,84,0,6,0.043478261,0.043478261,1600.98257
2064,21,7,Polish,14,0,94,0,6,0.028985507,0.028571429,1599.37224
482,22,9,Polish,14,0,91,0,6,0.028985507,0.028985507,1794.79637
2062,42,14,Polish,14,0,81,0,6,0.028985507,0.028571429,1647.82943
1737,19,16,Polish,14,0,80,0,6,0.028985507,0.028571429,1452.18324
1171,97,35,Polish,14,0,60,0,6,0.028985507,0.028571429,1480.32861
1278,19,8,Polish,14,0,93,0,6,0.014492754,0.014492754,1708.07512
1653,21,8,Polish,14,0,92,0,6,0.014492754,0.014492754,170.289201
626,26,8,Polish,14,1,92,0,6,0.014492754,0.014492754,800.657932
1652,19,11,Polish,14,0,85,0,6,0.014492754,0.014492754,1877.10936
1453,33,13,Polish,14,1,83,0,6,0.014492754,0.014492754,1177.01639
1918,34,16,Polish,14,1,79,0,6,0.014492754,0.014492754,989.271929
1625,53,4,Polish,14,1,100,0,6,0,0,1834.95478
1738,19,6,Polish,14,0,95,0,6,0,0,1958.38565
1671,20,11,Polish,14,0,84,0,6,0,0,270.831361
279,31,12,Polish,14,1,84,0,6,0,0,1318.10099
2085,48,12,Polish,14,1,83,0,6,0,0,1411.42393
841,23,15,Polish,14,1,81,0,6,0,0,1409.11965
304,68,38,Russian,15,1,49,0,5,0.347826087,0.333333333,782.93415
954,46,10,Russian,15,1,90,0,5,0.275362319,0.263888889,862.6174
472,26,10,Russian,15,0,92,0,5,0.202898551,0.191780822,882.493049
300,20,5,Russian,15,1,96,0,5,0.188405797,0.188405797,1204.80661
305,25,15,Russian,15,1,80,0,5,0.144927536,0.142857143,1390.75184
460,62,53,Russian,15,0,34,0,5,0.144927536,0.14084507,157.317246
1096,58,41,Russian,15,1,42,0,5,0.130434783,0.130434783,739.187828
831,23,13,Russian,15,0,83,0,5,0.115942029,0.112676056,591.59724
302,50,10,Russian,15,1,90,0,5,0.101449275,0.098591549,1367.55612
306,26,11,Russian,15,1,84,0,5,0.101449275,0.097222222,1303.47277
1708,84,18,Russian,15,0,77,0,5,0.101449275,0.1,1175.93033
1311,21,4,Russian,15,0,65,0,5,0.086956522,0.086956522,871.632766
671,37,18,Russian,15,0,77,0,5,0.086956522,0.086956522,533.8778
1523,31,10,Russian,15,0,90,0,5,0.072463768,0.072463768,1359.51087
1198,25,11,Russian,15,1,85,0,5,0.072463768,0.072463768,704.281279
1314,31,14,Russian,15,1,81,0,5,0.072463768,0.072463768,1133.5415
1097,23,17,Russian,15,1,79,0,5,0.072463768,0.071428571,987.852877
2107,26,6,Russian,15,1,94,0,5,0.057971014,0.057971014,135.50938
303,35,6,Russian,15,1,94,0,5,0.057971014,0.057971014,1188.1686
994,30,11,Russian,15,0,84,0,5,0.057971014,0.057142857,1233.06131
1317,24,17,Russian,15,1,78,0,5,0.057971014,0.057971014,1631.59668
1073,33,19,Russian,15,1,77,0,5,0.057971014,0.057971014,1909.17341
1057,21,5,Russian,15,1,95,0,5,0.043478261,0.042253521,1953.85538
1254,21,6,Russian,15,0,95,0,5,0.043478261,0.043478261,911.22819
1844,30,10,Russian,15,1,90,0,5,0.043478261,0.042857143,1937.34438
301,54,13,Russian,15,0,82,0,5,0.043478261,0.042857143,1325.19801
1191,21,14,Russian,15,0,82,0,5,0.043478261,0.042857143,1013.66317
1407,19,15,Russian,15,0,81,0,5,0.043478261,0.043478261,139.641583
911,28,17,Russian,15,1,78,0,5,0.043478261,0.043478261,1785.32609
299,37,36,Russian,15,0,65,0,5,0.043478261,0.043478261,540.841368
1924,24,4,Russian,15,1,96,0,5,0.028985507,0.028985507,696.997363
309,23,7,Russian,15,0,94,0,5,0.028985507,0.028985507,917.392027
308,66,12,Russian,15,0,83,0,5,0.028985507,0.028571429,68.4601991
307,54,13,Russian,15,1,82,0,5,0.028985507,0.028985507,1383.71356
2137,29,6,Russian,15,1,94,0,5,0.014492754,0.014492754,1709.80048
2105,24,7,Russian,15,1,93,0,5,0.014492754,0.014492754,1194.68509
1774,23,8,Russian,15,1,93,0,5,0.014492754,0.014492754,1502.1853
1932,27,8,Russian,15,1,92,0,5,0.014492754,0.014492754,1652.12154
648,35,11,Russian,15,0,84,0,5,0.014492754,0.014285714,1452.61204
1279,18,12,Russian,15,0,84,0,5,0.014492754,0.014492754,651.379457
647,34,12,Russian,15,1,83,0,5,0.014492754,0.014285714,1307.31128
1467,27,16,Russian,15,0,80,0,5,0.014492754,0.014492754,1827.81079
834,40,17,Russian,15,0,78,0,5,0.014492754,0.014492754,1712.13771
1518,25,20,Russian,15,0,76,0,5,0.014492754,0.014492754,1637.31054
1750,25,5,Russian,15,1,95,0,5,0,0,1445.82033
1947,29,6,Russian,15,1,94,0,5,0,0,1447.57273
2027,68,14,Russian,15,1,81,0,5,0,0,1115.3316
609,33,18,Russian,15,0,78,0,5,0,0,896.098515
326,25,8,Spanish,16,0,92,0,5,0.449275362,0.436619718,559.345052
1732,22,8,Spanish,16,1,94,0,5,0.391304348,0.38028169,315.385392
614,20,3,Spanish,16,0,47,0,5,0.173913043,0.164383562,1587.92423
731,21,6,Spanish,16,0,94,0,5,0.15942029,0.152777778,1560.29063
924,67,39,Spanish,16,0,60,0,5,0.130434783,0.130434783,1416.17862
959,32,10,Spanish,16,1,92,0,5,0.086956522,0.086956522,881.787894
337,32,11,Spanish,16,1,84,0,5,0.086956522,0.086956522,774.435459
2100,51,25,Spanish,16,0,76,0,5,0.086956522,0.085714286,1348.96732
341,18,6,Spanish,16,0,97,0,5,0.072463768,0.072463768,276.912173
1613,41,10,Spanish,16,1,90,0,5,0.072463768,0.071428571,1652.46035
476,28,11,Spanish,16,0,85,0,5,0.072463768,0.070422535,995.794094
1249,44,14,Spanish,16,0,81,0,5,0.072463768,0.072463768,1279.85344
1807,40,11,Spanish,16,1,84,0,5,0.028985507,0.028571429,1410.12422
342,34,14,Spanish,16,0,83,0,5,0.028985507,0.028985507,1958.94728
1797,46,12,Spanish,16,0,84,0,5,0.014492754,0.014492754,891.981125
2026,45,6,Spanish,16,0,94,0,5,0,0,26.1155662
620,26,7,Swedish,17,0,93,1,9,0.231884058,0.231884058,166.273423
351,56,11,Swedish,17,1,84,1,9,0.173913043,0.169014085,1637.33611
454,18,13,Swedish,17,0,83,1,9,0.144927536,0.144927536,1003.03355
353,24,10,Swedish,17,0,90,1,9,0.115942029,0.114285714,1786.6664
2065,31,7,Swedish,17,0,93,1,9,0.057971014,0.057971014,395.842659
1861,20,8,Swedish,17,1,93,1,9,0.043478261,0.042253521,1158.04648
352,20,10,Swedish,17,0,91,1,9,0.043478261,0.042857143,792.547337
630,21,11,Swedish,17,1,85,1,9,0.043478261,0.042857143,1227.14378
1752,23,9,Swedish,17,0,91,1,9,0.028985507,0.028985507,1779.94093
1027,20,10,Swedish,17,0,90,1,9,0.028985507,0.028985507,1327.49493
354,22,10,Swedish,17,0,90,1,9,0.028985507,0.028985507,67.5446735
1824,22,12,Swedish,17,0,84,1,9,0.028985507,0.028985507,1027.24545
1441,23,7,Swedish,17,0,61,1,9,0.014492754,0.014492754,766.143621
1065,19,9,Swedish,17,1,92,1,9,0.014492754,0.014285714,1663.83357
701,22,10,Swedish,17,1,90,1,9,0.014492754,0.014285714,1237.98693
1445,28,10,Swedish,17,1,90,1,9,0.014492754,0.014492754,1244.2278
2011,50,12,Swedish,17,0,83,1,9,0.014492754,0.014492754,2367.78635
1992,42,8,Swedish,17,0,92,1,9,0,0,1064.85721
1195,36,10,Swedish,17,1,90,1,9,0,0,1107.67033
1836,39,11,Swedish,17,1,84,1,9,0,0,1667.10453
1673,18,13,Thai,18,0,84,2,9,0.434782609,0.379746835,2397.06955
448,23,7,Thai,18,1,93,2,9,0.246376812,0.242857143,1520.36472
1055,37,25,Thai,18,0,77,2,9,0.246376812,0.242857143,2022.93585
371,25,10,Thai,18,1,90,2,9,0.231884058,0.231884058,2302.91915
898,26,10,Thai,18,1,90,2,9,0.231884058,0.222222222,2288.13041
1829,69,7,Thai,18,1,93,2,9,0.217391304,0.217391304,1974.02033
372,20,10,Thai,18,0,92,2,9,0.188405797,0.185714286,942.222791
698,27,11,Thai,18,0,85,2,9,0.173913043,0.173913043,2901.90275
1103,18,6,Thai,18,1,96,2,9,0.144927536,0.142857143,896.526713
2131,19,7,Thai,18,1,94,2,9,0.130434783,0.126760563,1041.27001
612,25,10,Thai,18,0,90,2,9,0.115942029,0.112676056,1504.92161
2066,39,10,Thai,18,1,90,2,9,0.115942029,0.115942029,2139.45941
1721,33,8,Thai,18,0,93,2,9,0.101449275,0.097222222,1737.24952
1488,30,6,Thai,18,0,94,2,9,0.072463768,0.070422535,1407.15221
373,22,4,Thai,18,0,87,2,9,0,0,2095.09694
396,29,25,Vietnamese,19,0,70,2,11,0.536231884,0.521126761,1398.1842
400,41,12,Vietnamese,19,0,83,2,11,0.492753623,0.478873239,1337.30792
399,34,31,Vietnamese,19,0,60,2,11,0.391304348,0.375,1614.10962
1809,29,15,Vietnamese,19,0,80,2,11,0.376811594,0.361111111,1314.85754
1134,20,14,Vietnamese,19,0,83,2,11,0.289855072,0.289855072,828.469477
2042,46,25,Vietnamese,19,1,65,2,11,0.289855072,0.281690141,1064.57969
397,28,9,Vietnamese,19,1,91,2,11,0.275362319,0.267605634,1168.10071
398,25,15,Vietnamese,19,1,81,2,11,0.260869565,0.257142857,1199.10099
1562,23,6,Vietnamese,19,0,96,2,11,0.15942029,0.15942029,1977.625
1201,67,15,Vietnamese,19,0,80,2,11,0.15942029,0.154929577,1552.67321
395,29,12,Vietnamese,19,0,84,2,11,0.130434783,0.126760563,1855.93256
447,69,12,Vietnamese,19,0,83,2,11,0.130434783,0.128571429,1245.55849
2099,21,16,Vietnamese,19,0,80,2,11,0.101449275,0.1,1915.91494
1698,51,20,Vietnamese,19,0,77,2,11,0.101449275,0.1,68.5756515
2013,18,4,Vietnamese,19,1,75,2,11,0.086956522,0.086956522,1492.26984
401,29,18,Vietnamese,19,1,78,2,11,0.072463768,0.071428571,1560.74691
2151,23,8,Vietnamese,19,0,94,2,11,0.057971014,0.057142857,375.17176
1940,33,11,Vietnamese,19,1,84,2,11,0.057971014,0.057142857,1966.57446
1192,57,18,Vietnamese,19,1,77,2,11,0.057971014,0.057971014,1261.96336
1529,24,9,Vietnamese,19,1,92,2,11,0.043478261,0.042857143,2163.66572
2010,19,11,Vietnamese,19,1,86,2,11,0.043478261,0.042253521,884.555209
1850,52,17,Vietnamese,19,0,79,2,11,0.028985507,0.028985507,1739.51591
